part_id,words,reaction_time,words_left,words_right,left_score,right_score,left_score_binary,right_score_binary,sense_response
6136160.0,18,4495.0,god,computer,-1,1,0,1,
6136160.0,19,6036.5,chimpanzee,robot,2,-2,1,0,
6136160.0,20,5545.799999952316,chimpanzee,rock,3,-3,1,0,
6136160.0,21,3784.0,robot,human,-3,3,0,1,
6136160.0,22,5059.5,robot,computer,-2,2,0,1,
6136160.0,23,5840.799999952316,robot,autonomous_car,-2,2,0,1,
6136160.0,24,3789.299999952316,artificial_intelligence,computer,3,-3,1,0,
6136160.0,25,3174.5,god,rock,1,-1,1,0,
6136160.0,26,7669.799999952316,virus,autonomous_car,2,-2,1,0,
6136160.0,27,4329.899999976158,jelly_fish,artificial_intelligence,1,-1,1,0,
6136160.0,28,3995.700000047684,chimpanzee,god,3,-3,1,0,
6136160.0,29,3701.099999904633,robot,artificial_intelligence,-3,3,0,1,
6136160.0,30,2676.0,virus,human,-3,3,0,1,
6136160.0,31,4988.799999952316,chimpanzee,computer,2,-2,1,0,
6136160.0,32,4235.5,jelly_fish,robot,3,-3,1,0,
6136160.0,33,3780.0,artificial_intelligence,autonomous_car,3,-3,1,0,
6136160.0,34,2876.700000047684,human,god,3,-3,1,0,
6136160.0,35,3044.100000023842,virus,rock,3,-3,1,0,
6136160.0,36,3173.899999976158,rock,autonomous_car,-3,3,0,1,
6136160.0,37,6822.700000047684,jelly_fish,god,3,-3,1,0,
6136160.0,38,5038.0,jelly_fish,human,-2,2,0,1,
6136160.0,39,6923.299999952316,virus,artificial_intelligence,2,-2,1,0,
6136160.0,40,7287.100000023842,jelly_fish,computer,3,-3,1,0,
6136160.0,41,3635.0,human,autonomous_car,3,-3,1,0,
6136160.0,42,2813.399999976158,human,computer,3,-3,1,0,
6136160.0,43,3993.099999904633,chimpanzee,artificial_intelligence,2,-2,1,0,
6136160.0,44,4892.800000071526,rock,computer,-3,3,0,1,
6136156.0,0,8800.0,chimpanzee,virus,-2,2,0,1,
6136156.0,1,3783.0,human,computer,3,-3,1,0,
6136156.0,2,3779.0,virus,computer,3,-3,1,0,
6136156.0,3,11576.0,robot,rock,-2,2,0,1,
6136156.0,4,3288.0,god,rock,3,-3,1,0,
6136156.0,5,4440.0,artificial_intelligence,rock,3,-3,1,0,
6136156.0,6,4708.0,chimpanzee,jelly_fish,3,-3,1,0,
6136156.0,7,1595.0,virus,rock,2,-2,1,0,
6136156.0,8,1343.0,jelly_fish,robot,2,-2,1,0,
6136156.0,9,1094.0,chimpanzee,robot,-2,2,0,1,
6136156.0,10,1786.0,rock,autonomous_car,-2,2,0,1,
6136156.0,11,848.0,robot,human,2,-2,1,0,
6136156.0,12,1952.0,artificial_intelligence,god,2,-2,1,0,
6136156.0,13,2530.0,artificial_intelligence,autonomous_car,2,-2,1,0,
6136156.0,14,1818.0,virus,artificial_intelligence,-2,2,0,1,
6136156.0,15,1595.0,autonomous_car,computer,2,-2,1,0,
6136156.0,16,1439.0,chimpanzee,computer,2,-2,1,0,
6136156.0,17,6233.0,human,autonomous_car,3,-3,1,0,
6136156.0,18,5082.0,artificial_intelligence,human,3,-3,1,0,
6136156.0,19,1689.0,virus,human,-2,2,0,1,
6136156.0,20,1428.0,jelly_fish,autonomous_car,-2,2,0,1,
6136156.0,21,2158.0,jelly_fish,rock,2,-2,1,0,
6136156.0,22,1592.0,jelly_fish,computer,-2,2,0,1,
6136156.0,23,2570.0,robot,artificial_intelligence,-2,2,0,1,
6136156.0,24,3453.0,jelly_fish,human,-2,2,0,1,
6136156.0,25,2480.0,god,computer,-2,2,0,1,
6136156.0,26,993.0,chimpanzee,autonomous_car,2,-2,1,0,
6136156.0,27,1303.0,chimpanzee,human,-3,3,0,1,
6136156.0,28,1626.0,rock,computer,-2,2,0,1,
6136156.0,29,1860.0,jelly_fish,god,2,-2,1,0,
6136156.0,30,1351.0,virus,god,2,-2,1,0,
6136156.0,31,1982.0,artificial_intelligence,computer,2,-2,1,0,
6136156.0,32,1756.0,jelly_fish,virus,3,-3,1,0,
6136156.0,33,1517.0,human,god,3,-3,1,0,
6136156.0,34,2081.0,chimpanzee,god,-2,2,0,1,
6136156.0,35,1463.0,chimpanzee,artificial_intelligence,-2,2,0,1,
6136156.0,36,1449.0,chimpanzee,rock,2,-2,1,0,
6136156.0,37,2863.0,virus,robot,-2,2,0,1,
6136156.0,38,2119.0,virus,autonomous_car,-2,2,0,1,
6136156.0,39,1329.0,human,rock,2,-2,1,0,
6136156.0,40,1561.0,robot,computer,-2,2,0,1,
6136156.0,41,2064.0,robot,god,-2,2,0,1,
6136156.0,42,2093.0,robot,autonomous_car,-2,2,0,1,
6136156.0,43,2047.0,jelly_fish,artificial_intelligence,-3,3,0,1,
6136156.0,44,1376.0,god,autonomous_car,-2,2,0,1,
6136158.0,0,38578.0,jelly_fish,god,-1,1,0,1,
6136158.0,1,7625.800000000745,human,god,-1,1,0,1,
6136158.0,2,4150.199999999255,human,computer,3,-3,1,0,
