part_id,word,jelly_fish,robot,virus,chimpanzee,human,artificial_intelligence,god,rock,autonomous_car,computer
6136171.0,robot,10642.0,,3933.099999904633,6542.199999809265,4330.400000095367,9447.200000047684,2824.4000000953674,4721.099999904633,8558.400000095367,3483.7999999523163
6136171.0,virus,5669.900000095367,3933.099999904633,,3097.399999856949,2534.599999904633,4149.100000143051,3704.5,2533.099999904633,4624.799999952316,2860.599999904633
6136171.0,chimpanzee,10778.299999952316,6542.199999809265,3097.399999856949,,8269.399999856949,3069.9000000953674,4829.400000095367,7907.900000095367,2816.7999999523163,3529.4000000953674
6136171.0,human,11794.5,4330.400000095367,2534.599999904633,8269.399999856949,,2895.600000143051,4163.600000143051,4853.700000047684,4384.800000190735,2700.7999999523163
6136171.0,artificial_intelligence,3091.7999999523163,9447.200000047684,4149.100000143051,3069.9000000953674,2895.600000143051,,8607.400000095367,10224.599999904633,4648.600000143051,4393.900000095367
6136171.0,god,4987.899999856949,2824.4000000953674,3704.5,4829.400000095367,4163.600000143051,8607.400000095367,,7951.900000095367,8453.700000047684,2766.800000190735
6136171.0,rock,3774.099999904633,4721.099999904633,2533.099999904633,7907.900000095367,4853.700000047684,10224.599999904633,7951.900000095367,,2404.699999809265,3548.5
6136171.0,autonomous_car,27591.599999904636,8558.400000095367,4624.799999952316,2816.7999999523163,4384.800000190735,4648.600000143051,8453.700000047684,2404.699999809265,,12001.200000047684
6136171.0,computer,4341.099999904633,3483.7999999523163,2860.599999904633,3529.4000000953674,2700.7999999523163,4393.900000095367,2766.800000190735,3548.5,12001.200000047684,
6136148.0,jelly_fish,,7704.800000000047,3210.5,6710.0,2819.399999999907,17311.800000000047,4733.700000000186,3018.7000000001863,11012.199999999952,3462.3000000000466
6136148.0,robot,7704.800000000047,,18956.699999999957,3621.600000000093,4134.5,3327.0,3970.100000000093,3520.699999999953,5662.800000000047,32503.199999999957
6136148.0,virus,3210.5,18956.699999999957,,18765.899999999907,4865.300000000047,3929.600000000093,2767.0999999998603,9453.09999999986,4717.800000000047,26513.300000000047
6136148.0,chimpanzee,6710.0,3621.600000000093,18765.899999999907,,28175.800000000047,4047.0,6494.199999999953,3684.1999999999534,30051.800000000047,4855.799999999814
6136148.0,human,2819.399999999907,4134.5,4865.300000000047,28175.800000000047,,15828.699999999952,6827.700000000186,3350.3000000000466,3110.0,3634.899999999907
6136148.0,artificial_intelligence,17311.800000000047,3327.0,3929.600000000093,4047.0,15828.699999999952,,19221.099999999977,5378.899999999907,5690.899999999907,3403.699999999953
6136148.0,god,4733.700000000186,3970.100000000093,2767.0999999998603,6494.199999999953,6827.700000000186,19221.099999999977,,3037.699999999953,2729.0,3593.8000000000466
6136148.0,rock,3018.7000000001863,3520.699999999953,9453.09999999986,3684.1999999999534,3350.3000000000466,5378.899999999907,3037.699999999953,,4166.800000000047,50764.5
6136148.0,autonomous_car,11012.199999999952,5662.800000000047,4717.800000000047,30051.800000000047,3110.0,5690.899999999907,2729.0,4166.800000000047,,10631.600000000091
6136148.0,computer,3462.3000000000466,32503.199999999957,26513.300000000047,4855.799999999814,3634.899999999907,3403.699999999953,3593.8000000000466,50764.5,10631.600000000091,
6136168.0,jelly_fish,,4947.5,6068.599999999628,2995.0,2776.5999999996275,3651.800000000745,2118.5999999996275,3456.4000000003725,9283.0,6078.099999999628
6136168.0,robot,4947.5,,4738.5,4772.300000000745,2654.4000000003725,3817.10000000149,3787.699999999255,2288.9000000003725,5019.599999999628,3605.2000000011176
6136168.0,virus,6068.599999999628,4738.5,,2179.0,2534.199999999255,5395.599999999628,2194.199999999255,14912.900000000373,6072.599999999628,3431.5
6136168.0,chimpanzee,2995.0,4772.300000000745,2179.0,,3165.199999999255,4745.599999999628,3216.60000000149,2749.9000000003725,3282.0999999996275,2983.60000000149
6136168.0,human,2776.5999999996275,2654.4000000003725,2534.199999999255,3165.199999999255,,4011.0,3206.699999999255,3254.7000000011176,3121.39999999851,2592.5999999996275
6136168.0,artificial_intelligence,3651.800000000745,3817.10000000149,5395.599999999628,4745.599999999628,4011.0,,3796.900000000373,5855.5,5473.699999999255,2685.2000000011176
6136168.0,god,2118.5999999996275,3787.699999999255,2194.199999999255,3216.60000000149,3206.699999999255,3796.900000000373,,5050.9000000003725,15836.89999999851,2423.300000000745
6136168.0,rock,3456.4000000003725,2288.9000000003725,14912.900000000373,2749.9000000003725,3254.7000000011176,5855.5,5050.9000000003725,,4937.599999999628,2547.7999999988824
6136168.0,autonomous_car,9283.0,5019.599999999628,6072.599999999628,3282.0999999996275,3121.39999999851,5473.699999999255,15836.89999999851,4937.599999999628,,3170.10000000149
6136168.0,computer,6078.099999999628,3605.2000000011176,3431.5,2983.60000000149,2592.5999999996275,2685.2000000011176,2423.300000000745,2547.7999999988824,3170.10000000149,
6136173.0,jelly_fish,,2829.800000011921,1818.300000011921,4222.599999964237,2454.100000023842,2412.099999964237,4425.5,2229.0,2541.0,1636.600000023842
6136173.0,robot,2829.800000011921,,1806.4000000357628,2116.399999976158,2416.699999988079,2286.0,2364.899999976158,17559.5,7898.099999964237,2821.199999988079
6136173.0,virus,1818.300000011921,1806.4000000357628,,2072.599999964237,2382.300000011921,1796.300000011921,6427.100000023842,2842.300000011921,2052.300000011921,3689.699999988079
6136173.0,chimpanzee,4222.599999964237,2116.399999976158,2072.599999964237,,3195.600000023842,3452.099999964237,2765.699999988079,1809.9000000357628,6138.699999988079,7956.5
6136173.0,human,2454.100000023842,2416.699999988079,2382.300000011921,3195.600000023842,,5887.599999964237,2163.800000011921,2028.7999999523165,2087.199999988079,1837.1000000238416
6136173.0,artificial_intelligence,2412.099999964237,2286.0,1796.300000011921,3452.099999964237,5887.599999964237,,2277.400000035763,2275.699999988079,2924.699999988079,5365.399999976158
6136173.0,god,4425.5,2364.899999976158,6427.100000023842,2765.699999988079,2163.800000011921,2277.400000035763,,1772.199999988079,2094.400000035763,1724.800000011921
6136173.0,rock,2229.0,17559.5,2842.300000011921,1809.9000000357628,2028.7999999523165,2275.699999988079,1772.199999988079,,2136.899999976158,2056.0
6136173.0,autonomous_car,2541.0,7898.099999964237,2052.300000011921,6138.699999988079,2087.199999988079,2924.699999988079,2094.400000035763,2136.899999976158,,6744.899999976158
6136173.0,computer,1636.600000023842,2821.199999988079,3689.699999988079,7956.5,1837.1000000238416,5365.399999976158,1724.800000011921,2056.0,6744.899999976158,
6136165.0,jelly_fish,,5994.5,5134.0,5029.5,10020.899999976158,4864.699999928474,8175.700000047684,5725.399999976158,12971.099999904633,11494.899999976158
6136165.0,robot,5994.5,,50797.89999997616,6130.700000047684,3945.799999952316,10500.5,18353.80000007153,6316.699999928474,17189.100000023842,8388.699999928474
6136165.0,virus,5134.0,50797.89999997616,,4723.300000071526,3640.0,24290.60000002384,4460.100000023842,13114.100000023842,30393.60000002384,12878.399999976158
6136165.0,chimpanzee,5029.5,6130.700000047684,4723.300000071526,,7871.699999928474,5932.899999976158,5131.799999952316,5925.299999952316,6584.699999928474,7732.399999976158
6136165.0,human,10020.899999976158,3945.799999952316,3640.0,7871.699999928474,,5539.300000071526,22420.699999928474,11305.800000071526,5036.900000095367,4737.199999928474
6136165.0,artificial_intelligence,4864.699999928474,10500.5,24290.60000002384,5932.899999976158,5539.300000071526,,5413.100000023842,5967.800000071526,9612.700000047684,7641.100000023842
6136165.0,god,8175.700000047684,18353.80000007153,4460.100000023842,5131.799999952316,22420.699999928474,5413.100000023842,,11124.399999976158,5971.399999976158,3269.7999999523163
6136165.0,rock,5725.399999976158,6316.699999928474,13114.100000023842,5925.299999952316,11305.800000071526,5967.800000071526,11124.399999976158,,6341.899999976158,4978.100000023842
6136165.0,autonomous_car,12971.099999904633,17189.100000023842,30393.60000002384,6584.699999928474,5036.900000095367,9612.700000047684,5971.399999976158,6341.899999976158,,7501.099999904633
6136165.0,computer,11494.899999976158,8388.699999928474,12878.399999976158,7732.399999976158,4737.199999928474,7641.100000023842,3269.7999999523163,4978.100000023842,7501.099999904633,
6136167.0,jelly_fish,,6183.700000047684,3927.5,4840.800000190735,3996.700000047684,6864.200000047684,6987.399999856949,6733.700000047684,5788.5,4018.0
6136167.0,robot,6183.700000047684,,8626.299999952316,4024.900000095368,4191.800000190735,4892.5,4097.799999952316,4721.200000047684,50329.90000009537,3771.5
6136167.0,virus,3927.5,8626.299999952316,,5545.700000047684,3827.900000095368,6288.700000047684,3727.300000190735,5490.599999904633,7477.5,3537.2999999523163
6136167.0,chimpanzee,4840.800000190735,4024.900000095368,5545.700000047684,,4020.0,4317.900000095367,3525.200000047684,4954.399999856949,3835.199999809265,5076.200000047684
6136167.0,human,3996.700000047684,4191.800000190735,3827.900000095368,4020.0,,3846.400000095368,4355.400000095367,4772.0,9949.099999904633,3447.7999999523163
6136167.0,artificial_intelligence,6864.200000047684,4892.5,6288.700000047684,4317.900000095367,3846.400000095368,,3688.5,4342.5,3955.599999904633,4460.300000190735
6136167.0,god,6987.399999856949,4097.799999952316,3727.300000190735,3525.200000047684,4355.400000095367,3688.5,,3915.5,3317.2999999523163,3480.7999999523163
6136167.0,rock,6733.700000047684,4721.200000047684,5490.599999904633,4954.399999856949,4772.0,4342.5,3915.5,,7541.5,5601.5
6136167.0,autonomous_car,5788.5,50329.90000009537,7477.5,3835.199999809265,9949.099999904633,3955.599999904633,3317.2999999523163,7541.5,,4834.900000095367
6136167.0,computer,4018.0,3771.5,3537.2999999523163,5076.200000047684,3447.7999999523163,4460.300000190735,3480.7999999523163,5601.5,4834.900000095367,
6136183.0,jelly_fish,,9139.900000035765,9040.899999976158,5208.699999988079,5002.800000011921,7393.399999976158,3641.899999976158,22362.80000001192,6167.199999988079,3051.600000023842
6136183.0,robot,9139.900000035765,,14456.0,7126.300000011921,8684.399999976158,5141.899999976158,6903.600000023842,17030.0,5602.799999952316,9550.399999976158
6136183.0,virus,9040.899999976158,14456.0,,9407.599999964235,4058.399999976158,4564.300000011921,4124.5,7048.5,8843.199999988079,13504.600000023842
6136183.0,chimpanzee,5208.699999988079,7126.300000011921,9407.599999964235,,6056.399999976158,8331.799999952316,31299.19999998808,10371.80000001192,2625.5,4223.5
6136183.0,human,5002.800000011921,8684.399999976158,4058.399999976158,6056.399999976158,,5309.5,6895.800000011921,67101.10000002384,28234.69999998808,2623.0
6136183.0,artificial_intelligence,7393.399999976158,5141.899999976158,4564.300000011921,8331.799999952316,5309.5,,7164.399999976158,3428.899999976158,5620.5,4892.800000011921
6136183.0,god,3641.899999976158,6903.600000023842,4124.5,31299.19999998808,6895.800000011921,7164.399999976158,,3701.0,2371.399999976158,2588.7999999523163
6136183.0,rock,22362.80000001192,17030.0,7048.5,10371.80000001192,67101.10000002384,3428.899999976158,3701.0,,7436.900000035763,16693.19999998808
6136183.0,autonomous_car,6167.199999988079,5602.799999952316,8843.199999988079,2625.5,28234.69999998808,5620.5,2371.399999976158,7436.900000035763,,2955.399999976158
